Name,City,State,Zip,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,Sector,ApprovalMonth,IsFranchise,clean_DisbursementGross,MIS_Status,clean_ChgOffPrinGr,clean_GrAppv,clean_SBA_Appv
"Speech Therapy Solutions, P.C.",SALEM,NH,3079,SANTANDER BANK NATL ASSOC,DE,36,2,1,2,2,1,0,0,62,Dec,0,20000.0,1,0.0,20000.0,10000.0
BRIAN M BOSIES,SALEM,NH,3079,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,52,Apr,0,39921.0,1,0.0,15000.0,7500.0
"D.S.U., INC.",SALEM,NH,3079,BANK OF AMERICA NATL ASSOC,CT,33,12,0,0,0,0,0,0,54,Apr,0,260000.0,0,98844.0,260000.0,221000.0
Peniel Environmental Solutions,WILTON,NH,3086,TRIANGLE CU,NH,84,2,1,3,2,1,1,0,56,Aug,0,84887.0,1,0.0,40000.0,20000.0
"SPERAMUS BOOKS, INC.",MANCHESTER,NH,3101,"TD BANK, NATIONAL ASSOCIATION",DE,60,62,0,0,0,0,0,0,44,Aug,0,65000.0,1,0.0,65000.0,58500.0
KRL ELECTRONICS,MANCHESTER,NH,3103,CITIZENS BANK NATL ASSOC,NH,84,91,0,0,0,0,0,0,31,Aug,0,180300.0,1,0.0,180300.0,118998.0
METRO SPORTS LLC,MANCHESTER,NH,3109,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,31,Apr,0,202619.0,1,0.0,75000.0,37500.0
"BEDFORD PEDIATRICS, PA",BEDFORD,NH,3110,CENTRIX BANK & TRUST,NH,60,3,0,0,0,1,0,0,62,Aug,0,115000.0,1,0.0,115000.0,97750.0
WITHAM CONSTRUCTION,BARNSTEAD,NH,3218,CITIZENS BANK NATL ASSOC,NH,84,1,0,0,1,1,1,0,23,Nov,0,10100.0,1,0.0,10000.0,5000.0
"CHINA GARDEN, LTD.",BELMONT,NH,3220,"TD BANK, NATIONAL ASSOCIATION",DE,240,20,0,0,0,0,0,0,0,Jan,0,100000.0,1,0.0,100000.0,90000.0
ROBERT A. VACHON DBA INSTALZ C,FRANKLIN,NH,3235,CITIZENS BANK NATL ASSOC,RI,49,1,0,0,1,1,1,0,56,Feb,0,15829.0,0,7452.0,12000.0,6000.0
"PLETCHER TRANSPORTATION, INC.",HILLSBORO,NH,3244,CITIZENS BANK NATL ASSOC,RI,24,3,1,0,3,1,0,0,42,Jun,0,7000.0,1,0.0,7000.0,3500.0
FLANDERS & BEAUCHESNE PLLC,CHICHESTER,NH,3258,"TD BANK, NATIONAL ASSOCIATION",DE,59,2,1,1,2,1,0,0,54,Sep,0,25000.0,1,0.0,25000.0,12500.0
FOOTHILLS OF WARNER RESTAURANT,WARNER,NH,3278,CAPITAL REGIONAL DEVEL COUNCIL,NH,240,7,1,7,0,0,0,0,72,Nov,0,90000.0,1,0.0,90000.0,90000.0
WILLIAM A. & M.P. SETTERLUND,WEARE,NH,3281,SANTANDER BANK NATL ASSOC,MA,84,7,0,0,0,0,0,0,0,Dec,0,45000.0,1,0.0,45000.0,36450.0
"EVER AFTER BRIDAL BOUTIQUE, LL",CONCORD,NH,3301,CITIZENS BANK NATL ASSOC,RI,84,6,1,0,6,1,0,0,44,Jan,0,24007.0,1,0.0,35000.0,17500.0
"Breathe Esthetics, LLC",CONCORD,NH,3301,MERRIMACK COUNTY SAVINGS BANK,NH,60,5,1,0,5,1,0,0,81,Aug,0,18000.0,1,0.0,18000.0,9000.0
"MASON & RICH, P.A.",CONCORD,NH,3301,CAPITAL REGIONAL DEVEL COUNCIL,NH,240,23,0,6,17,0,0,0,0,Sep,0,180000.0,1,0.0,180000.0,180000.0
HASSELBARTH FOOD CORPORATION,BOW,NH,3304,BANK OF AMERICA NATL ASSOC,CT,217,25,0,0,0,0,0,0,0,Apr,0,240000.0,0,78848.0,240000.0,192000.0
BIG BEAR EXCAVATION,BOW,NH,3304,"OCEAN BANK, A DIVISION OF",NH,60,2,0,0,0,0,0,1,23,Apr,0,50000.0,1,0.0,50000.0,41500.0
4 MCNEIL ENTERPRISE TRUCKING &,LOUDON,NH,3307,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,2,0,0,56,Apr,0,5000.0,1,0.0,5000.0,2500.0
"ESSENTIAL SPA, INC.",KEENE,NH,3431,"OCEAN BANK, A DIVISION OF",NH,60,6,1,0,0,0,0,1,0,Jul,0,40000.0,1,0.0,40000.0,36000.0
Sasafa Corporation dba Effendi,WEST SWANZEY,NH,3469,BANK OF AMERICA NATL ASSOC,NC,25,9,0,0,9,1,1,0,44,Nov,0,73013.0,0,40076.0,50000.0,25000.0
PAUL & DAR'S RESTAURANT,WEST SWANZEY,NH,3469,"OCEAN BANK, A DIVISION OF",NH,60,20,0,0,0,0,0,1,0,Feb,0,75000.0,1,0.0,75000.0,60000.0
ILLUSION ALL TERRAIN CONCEPTS,LITTLETON (CENSUS NAME FOR LIT,NH,3561,MASCOMA SAVINGS BANK,VT,60,2,0,0,2,1,1,0,31,May,0,14000.0,1,0.0,10000.0,5000.0
Tarry Ho Campground & Cottages,TWIN MOUNTAIN,NH,3595,WOODSVILLE GUARANTY SAVINGS BK,NH,240,0,1,2,0,2,0,0,72,Nov,0,200000.0,1,0.0,200000.0,100000.0
Michel J. Rodrigue,West stewartstown,NH,3597,FIRST COLEBROOK BANK,NH,62,1,0,0,1,2,0,0,11,Nov,0,156000.0,1,0.0,156000.0,140400.0
"LOHMANN & SONS, LLC",ENFIELD,NH,3748,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,2,0,0,48,Jan,0,39121.0,1,0.0,43200.0,21600.0
SEAVER'S SERVICE CENTER,LEBANON,NH,3766,"LAKE SUNAPEE BANK, FSB",NH,180,1,0,0,0,0,0,0,81,Jul,0,77500.0,1,0.0,77500.0,62775.0
"Eco-Mills, LLC",Portsmouth,NH,3801,"TD BANK, NATIONAL ASSOCIATION",DE,60,10,0,0,10,1,0,0,31,Apr,0,242000.0,1,0.0,242000.0,121000.0
AWAKEN FITNESS LLC,PORTSMOUTH,NH,3801,CITIZENS BANK NATL ASSOC,NH,84,2,0,0,2,1,1,0,61,Feb,0,15000.0,1,0.0,15000.0,7500.0
"DIGITAL DIRECT OF PORTSMOUTH,",PORTSMOUTH,NH,3801,CITIZENS BANK NATL ASSOC,NH,60,9,0,0,0,0,1,0,31,Jan,0,25000.0,1,0.0,25000.0,12500.0
HYDROTERRA MARINE SERVICES,DOVER,NH,3820,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Dec,0,177854.0,1,0.0,60000.0,30000.0
Contour Land Services LLC,Brentwood,NH,3833,BANK OF AMERICA NATL ASSOC,NC,28,1,1,0,1,1,1,0,23,Mar,0,105367.0,0,34499.0,34500.0,17250.0
EXETER RENT-ALL,EXETER,NH,3833,CITIZENS BANK NATL ASSOC,NH,240,9,0,0,0,0,0,0,0,Mar,0,206000.0,1,0.0,206000.0,175100.0
DANIEL PROVOST LANDSCAPE CENT.,KENSINGTON,NH,3833,DANVERSBANK,MA,84,3,1,0,0,0,0,1,0,Nov,0,45000.0,1,0.0,45000.0,40500.0
DOUG ROBERTS AUTO SERVICE,NEW DURHAM,NH,3855,CITIZENS BANK NATL ASSOC,NH,84,2,0,0,2,1,1,0,81,Jan,0,28625.0,1,0.0,15000.0,7500.0
BERRY'S ELECTRICAL SERVICE LLC,ROCHESTER,NH,3867,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,23,Mar,0,28629.0,1,0.0,5000.0,2500.0
SPRAGUE HAULING,SOMERSWORTH,NH,3878,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,2,1,0,48,Oct,0,21149.0,1,0.0,21000.0,10500.0
MOPPER'S,SOMERSWORTH,NH,3878,"TD BANK, NATIONAL ASSOCIATION",NH,300,4,1,0,0,0,0,1,0,May,0,56300.0,1,0.0,56300.0,50670.0
THORNE CO. MARKET,STRAFFORD,NH,3884,CITIZENS BANK NATL ASSOC,NH,60,5,0,0,0,0,0,0,0,Feb,0,58000.0,1,0.0,58000.0,51040.0
BEARCAMP NURSERY,WEST OSSIPEE (MOUNT WHITTIER),NH,3890,CITIZENS BANK NATL ASSOC,NH,84,1,0,0,1,2,1,0,44,Dec,0,5000.0,1,0.0,5000.0,2500.0
BLY FARM,WOLFEBORO,NH,3894,CITIZENS BANK NATL ASSOC,NH,84,1,0,0,1,1,1,0,44,Mar,0,10000.0,1,0.0,10000.0,5000.0
"Eliot Home, Farm & Garden, LLC",ELIOT,ME,3903,CENTRIX BANK & TRUST,NH,84,1,1,1,1,1,0,0,44,Dec,0,300000.0,1,0.0,300000.0,150000.0
SEWALL AND DAUGHTER,NORTH BERWICK,ME,3906,BANK OF AMERICA NATL ASSOC,CT,84,2,1,0,0,0,0,1,11,Apr,0,30000.0,1,0.0,30000.0,27000.0
BREAD & ROSES BAKERY INC,OAK RIDGE,ME,3907,KENNEBUNK SAVINGS BANK,ME,12,20,0,0,0,1,1,0,44,Jan,0,27319.0,1,0.0,20000.0,10000.0
"YORK VILLAGE CRAFTS, ANTIQUES",YORK,ME,3909,BANK OF AMERICA NATL ASSOC,NC,60,2,0,0,0,0,0,1,44,Mar,0,10000.0,1,0.0,10000.0,8000.0
CHARLIE HORSE ENTERPRISES,ARUNDEL,ME,4046,"OCEAN BANK, A DIVISION OF",NH,60,6,0,0,0,0,0,1,0,Dec,0,70000.0,1,0.0,70000.0,56000.0
PORTLAND JUNIOR PIRATES,BIDDEFORD (RR NAME BIDDEFORD-S,ME,4072,THE BANK OF MAINE,ME,60,3,0,0,3,2,1,0,61,Sep,0,70000.0,1,0.0,25000.0,12500.0
THE MAGIC MUFFIN RESTAURANT,SCARBOROUGH,ME,4074,BANK OF AMERICA NATL ASSOC,NC,84,17,0,0,0,0,0,0,0,Jul,0,75000.0,1,0.0,75000.0,67500.0
Blue Cold Distributors Inc,Scarborough,ME,4074,KENNEBUNK SAVINGS BANK,ME,84,3,1,0,3,2,1,0,42,Jul,0,30000.0,1,0.0,30000.0,15000.0
OAK HILL GREENERY,SCARBOROUGH,ME,4074,BANK OF AMERICA NATL ASSOC,ME,60,4,1,0,0,0,0,0,44,Jan,0,44000.0,1,0.0,44000.0,39600.0
LISA'S PIZZA,PORTLAND,ME,4101,BANK OF AMERICA NATL ASSOC,NC,84,10,0,0,0,0,0,0,0,Apr,0,75000.0,1,0.0,75000.0,67500.0
GALLERY SEVEN,PORTLAND,ME,4101,"TD BANK, NATIONAL ASSOCIATION",DE,29,3,0,1,4,1,1,0,44,Nov,0,30000.0,1,0.0,30000.0,15000.0
OCEAN AVENUE VARIETY STORE,PORTLAND,ME,4103,"READYCAP LENDING, LLC",CA,300,2,1,0,0,0,0,0,0,May,0,125000.0,1,0.0,125000.0,112500.0
"All About Women, P.A.",Portland,ME,4104,"TD BANK, NATIONAL ASSOCIATION",DE,60,4,1,0,0,1,0,0,62,Jun,0,50000.0,1,0.0,50000.0,25000.0
"Two Lights Home Care, LLC",CAPE ELIZABETH,ME,4107,BANGOR SAVINGS BANK,ME,60,20,0,12,0,1,0,0,62,Apr,0,50000.0,1,0.0,50000.0,25000.0
EVANS NOTCH MOTEL & COTTAGES,BETHEL,ME,4217,NORTHEAST BANK,ME,207,3,1,0,0,2,0,0,0,Jun,0,180000.0,0,55054.0,180000.0,135000.0
POINTS NORTH SURVEYING,BETHEL,ME,4217,NORTHEAST BANK,ME,120,2,0,0,0,0,0,1,0,May,0,80000.0,1,0.0,80000.0,72000.0
ALLIED MEDICAL SERVICES,GREENE,ME,4236,ANDROSCOGGIN SAVINGS BANK,ME,72,10,0,0,10,1,0,0,48,Jun,0,87000.0,1,0.0,87000.0,43500.0
MILLETTS VARIETY,NORWAY,ME,4268,NORWAY SAVINGS BANK,ME,240,5,1,0,0,0,0,0,0,Oct,0,139000.0,1,0.0,139000.0,125100.0
HUNGRY TIGER RESTAURANT,CHELSEA,ME,4330,BANK OF AMERICA NATL ASSOC,NC,20,4,1,4,4,2,1,0,72,Oct,0,10000.0,0,10000.0,10000.0,5000.0
SUNRISE GLASS,AUGUSTA,ME,4330,CAMDEN NATIONAL BANK,ME,36,26,0,0,0,0,1,0,0,Dec,0,399999.0,1,0.0,200000.0,150000.0
"A. J. SCOTT SYSTEMS, INC.",BREWER,ME,4412,CAMDEN NATIONAL BANK,ME,36,12,0,0,12,2,0,0,56,Jun,0,400000.0,1,0.0,400000.0,360000.0
Dirigo Truck Repair,BUCKSPORT,ME,4416,BANGOR SAVINGS BANK,ME,52,1,1,1,1,2,0,0,81,May,0,15000.0,0,11756.0,15000.0,7500.0
House Wine,Bar harbor (census name for ba,ME,4609,BAR HARBOR BANK & TRUST,ME,36,1,1,3,1,2,0,0,44,May,0,20500.0,1,0.0,20500.0,10250.0
"WA LOGGING, LLC",Hodgdon,ME,4730,NORSTATE FCU,ME,18,0,1,5,0,2,0,0,11,Aug,0,25000.0,1,0.0,25000.0,12500.0
"MARGARET E. STONE, DDS",WOODSTOCK,VT,5091,"LAKE SUNAPEE BANK, FSB",NH,186,4,1,0,0,0,0,0,62,Feb,0,119000.0,1,0.0,119000.0,89250.0
"HART, RICHARD & M. ERICA",LUDLOW,VT,5149,CHITTENDEN TR COMPANY A DIVISI,VT,186,12,0,0,0,0,0,0,0,Mar,0,450000.0,1,0.0,450000.0,337500.0
GREEN MOUNTAIN MIDWIFERY AND W,BENNINGTON,VT,5201,THE BANK OF BENNINGTON,VT,9,3,1,3,0,2,1,0,62,Sep,0,160000.0,1,0.0,160000.0,80000.0
"SVBN, INC. DBA NOT JUST YARN",BRATTLEBORO,VT,5301,CITIZENS BANK NATL ASSOC,RI,84,7,0,0,7,1,1,0,44,Aug,0,75235.0,1,0.0,30000.0,15000.0
"NUSIN, INC.",BRATTLEBORO,VT,5301,CHITTENDEN TR COMPANY A DIVISI,VT,120,9,0,0,0,0,0,0,0,May,0,300000.0,1,0.0,300000.0,225000.0
"Septic Pro, LLC.",Brattleboro (town of),VT,5301,"NBT BANK, NATIONAL ASSOCIATION",NY,48,1,1,0,1,2,0,0,54,Jun,0,24000.0,1,0.0,24000.0,12000.0
"Scott's Plumbing & Heating, LL",Brookline,VT,5345,KEYBANK NATIONAL ASSOCIATION,OH,35,1,0,0,1,1,1,0,23,Jul,0,67849.0,0,17494.0,25000.0,12500.0
"Liza Burns Shoe Shop, Inc.",BURLINGTON,VT,5401,MERCHANTS BANK,VT,12,5,0,0,5,1,1,0,44,Oct,0,218218.0,1,0.0,150000.0,75000.0
COMMON THREADS,BURLINGTON,VT,5401,KEYBANK NATIONAL ASSOCIATION,VT,66,3,0,0,0,0,0,1,44,Mar,0,40000.0,1,0.0,40000.0,36000.0
"VERMONT TOY & HOBBY, INC.",SOUTH BURLINGTON,VT,5403,CHITTENDEN TR COMPANY A DIVISI,VT,3,13,0,0,0,0,0,1,44,Oct,0,100000.0,1,0.0,100000.0,80000.0
CASE LAMINATING,NEW HAVEN,VT,5472,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,0,0,31,Sep,0,7500.0,1,0.0,7500.0,3750.0
"LIBERTY FIELD STEEL, INC",ST ALBANS,VT,5478,CHITTENDEN TR COMPANY A DIVISI,VT,84,13,0,0,0,0,0,0,44,Jul,0,200000.0,1,0.0,200000.0,162000.0
Allen I Gagne Plumbing & Heati,SWANTON,VT,5488,PEOPLES TR CO OF ST. ALBANS,VT,12,1,0,0,0,2,0,0,23,Jun,0,15000.0,1,0.0,15000.0,7500.0
NATHANIEL ELECTRONICS,VERGENNES,VT,5491,NATIONAL BANK OF MIDDLEBURY,VT,48,5,0,0,0,0,0,1,0,Apr,0,45000.0,1,0.0,45000.0,38520.0
BUTTERNUT MOUNTAIN FARM,JOHNSON,VT,5656,MERCHANTS BANK,VT,120,15,0,0,0,0,0,0,81,Apr,0,310500.0,1,0.0,310500.0,226665.0
"E.F. Williams & Company, Inc.",STOWE,VT,5672,MERCHANTS BANK,VT,27,4,0,0,4,2,0,0,42,Nov,0,50000.0,0,28863.0,50000.0,25000.0
The Auto - Diesel Shop LLC,STOWE,VT,5672,UNION BANK,VT,60,1,0,0,1,2,1,0,81,Jan,0,5000.0,1,0.0,5000.0,4250.0
AVELLINO'S BAKERY,RUTLAND,VT,5701,CITIZENS BANK NATL ASSOC,VT,124,18,0,0,0,0,0,0,0,Nov,0,57300.0,1,0.0,57300.0,45840.0
"MIKE KEITH, INC.",BRANDON,VT,5733,CHITTENDEN TR COMPANY A DIVISI,VT,240,3,0,0,0,0,0,0,0,Aug,0,185000.0,1,0.0,185000.0,138750.0
WILCOX CONSTRUCTION,SHOREHAM,VT,5770,NATIONAL BANK OF MIDDLEBURY,VT,120,1,0,0,0,0,0,0,23,May,0,100000.0,1,0.0,100000.0,85000.0
K & L LEASING LLC,LYNDONVILLE,VT,5851,CHITTENDEN TR COMPANY A DIVISI,VT,45,25,0,0,0,2,0,0,48,Oct,0,895000.0,1,0.0,895000.0,671250.0
Radiance Medspa of Hartford Co,Avon,CT,6001,WEBSTER BANK NATL ASSOC,CT,120,2,0,5,2,2,0,0,62,Jul,0,230000.0,1,0.0,230000.0,172500.0
KEAN LIMOUSINE,AVON,CT,6001,WEBSTER BANK NATL ASSOC,CT,37,10,1,0,0,0,0,1,0,Jan,0,100000.0,0,50349.0,100000.0,80000.0
KITTY'S DELI,EAST GRANBY,CT,6026,1ST NATL BK OF SUFFIELD,CT,84,4,0,0,0,0,0,1,0,Aug,0,30000.0,1,0.0,30000.0,27000.0
"BENEFIT PLANNING, LLC.",SIMSBURY,CT,6089,SIMSBURY BK & TR COMPANY INC.,CT,120,1,1,0,0,2,0,0,52,Jul,0,235000.0,1,0.0,235000.0,176250.0
"Adnet Technologies, Inc.",Windsor,CT,6095,WEBSTER BANK NATL ASSOC,CT,12,45,0,1,8,1,1,0,61,Dec,0,240000.0,1,0.0,200000.0,100000.0
SEE YOU ON THE RIVER,HARTFORD,CT,6106,"READYCAP LENDING, LLC",CA,84,5,0,0,0,0,0,1,31,Feb,0,60000.0,1,0.0,60000.0,48000.0
"XX MOTORSPORTS, LLC",EAST HARTFORD,CT,6108,CITIZENS BANK NATL ASSOC,RI,43,6,1,0,6,1,0,0,44,Feb,0,100000.0,0,49029.0,100000.0,50000.0
MILWARD CORPORATION,HARTFORD,CT,6141,WEBSTER BANK NATL ASSOC,CT,12,15,0,0,0,0,0,0,23,Aug,0,100000.0,1,0.0,100000.0,90000.0
SUN CAPSULE,WINDHAM,CT,6226,BANK OF AMERICA NATL ASSOC,RI,48,7,0,0,7,1,1,0,81,Sep,0,44324.0,1,0.0,30700.0,15350.0
THAMES ENGINEERING AND DESIGN,NEW LONDON,CT,6320,CITIZENS BANK NATL ASSOC,RI,79,7,0,0,7,1,1,0,54,Nov,0,288968.0,1,0.0,110000.0,55000.0
EDWARD J MCDERMOTT MD,NEW LONDON,CT,6320,CITIZENS BANK NATL ASSOC,CT,84,3,0,0,3,1,1,0,62,Feb,0,25000.0,1,0.0,25000.0,12500.0
THE ARTWARE STORE INC,GROTON,CT,6340,CITIZENS BANK NATL ASSOC,RI,84,4,0,0,4,1,1,0,44,May,0,204875.0,1,0.0,73000.0,36500.0
MATTHEW R. SWIFT DBA SWIFT MOT,NORWICH,CT,6360,CITIZENS BANK NATL ASSOC,RI,60,3,0,0,3,1,0,0,44,Oct,0,21000.0,1,0.0,50000.0,25000.0
Hollingsworth Riegel LLC,PRESTON,CT,6365,BANK OF AMERICA NATL ASSOC,NC,49,2,1,0,2,1,1,0,44,Aug,0,24000.0,1,10000.0,10000.0,5000.0
"MURPHY CHIROPRACTIC, LLC",UNCASVILLE,CT,6382,CITIZENS BANK NATL ASSOC,RI,39,6,0,1,7,1,1,0,62,Sep,0,17356.0,0,4483.0,5000.0,2500.0
"V-Town Ag Supply, LLC",VOLUNTOWN,CT,6384,CHELSEA GROTON BANK,CT,12,2,1,2,0,2,1,0,42,Mar,0,25000.0,1,0.0,25000.0,12500.0
"FAMILY VENTURES, INC.",BRANFORD,CT,6405,WEBSTER BANK NATL ASSOC,CT,84,12,0,0,0,0,0,0,0,Apr,0,133000.0,1,0.0,133000.0,119700.0
INN AND VINEYARD AT CHESTER,CHESTER (CENSUS NAME FOR CHEST,CT,6412,BANK OF AMERICA NATL ASSOC,RI,36,40,0,0,40,2,1,0,72,Apr,0,50000.0,1,0.0,50000.0,25000.0
MARLBOROUGH FLORIST/ROSE ROYCE,MARLBOROUGH (MARLBOROUGH CENTE,CT,6447,CITIZENS BANK NATL ASSOC,RI,84,16,0,0,16,2,1,0,44,Dec,0,80823.0,1,0.0,75000.0,37500.0
DMD Landscaping Services of Co,Milford,CT,6460,WEBSTER BANK NATL ASSOC,CT,60,4,0,0,4,1,1,0,56,Feb,0,98373.0,1,0.0,40000.0,20000.0
NECON PRODUCTS INC,MILFORD,CT,6460,JPMORGAN CHASE BANK NATL ASSOC,IL,36,8,0,0,0,0,0,1,31,Sep,0,31000.0,1,0.0,31000.0,27900.0
THE PLATINUM CONSULTING GROUP,NORTHFORD,CT,6472,WEBSTER BANK NATL ASSOC,CT,60,2,1,0,2,1,1,0,54,Aug,0,29490.0,1,0.0,20000.0,10000.0
"SSHC, INC.",OLD SAYBROOK,CT,6475,CITIZENS BANK NATL ASSOC,CT,84,6,0,0,0,2,0,0,31,May,0,125000.0,1,0.0,125000.0,93750.0
THOMAS P. SWAN & CLARE D. SWAN,NEWTOWN,CT,6482,UPS CAPITAL BUSINESS CREDIT,CT,300,5,0,0,0,0,0,0,0,Sep,0,241000.0,1,0.0,241000.0,168700.0
CENTURY FIREPLACE FURNISHINGS,WALLINGFORD,CT,6492,UPS CAPITAL BUSINESS CREDIT,CT,120,1,0,0,0,0,0,0,0,Sep,0,715000.0,1,0.0,715000.0,580723.0
STRATFORD COLLISION,STRATFORD,CT,6497,"BUSINESS LENDERS, LLC",CT,120,2,0,0,0,0,0,1,81,Nov,0,100000.0,1,0.0,100000.0,80000.0
GOLIA DRESS COMPANY,NEW HAVEN,CT,6510,CONNECTICUT COMMUN INVEST CORP,CT,240,60,0,0,0,0,0,0,0,Jan,0,126000.0,1,0.0,126000.0,126000.0
PREMIER RESOURCE GROUP INC,NEW HAVEN,CT,6510,JPMORGAN CHASE BANK NATL ASSOC,IL,108,1,0,0,1,1,1,0,42,Aug,0,53862.0,1,0.0,50000.0,25000.0
"DIGITAL SURGEONS, LLC",NEW HAVEN,CT,6511,QUINNIPIAC BK & TR CO,CT,84,11,1,2,9,1,1,0,51,Nov,0,120000.0,1,0.0,100000.0,50000.0
ADVOCATE PRESS INC,NEW HAVEN,CT,6511,CITIZENS BANK NATL ASSOC,RI,84,7,0,0,7,1,1,0,31,Jul,0,5000.0,1,0.0,5000.0,2500.0
"LEHMAN BROTHERS, INC.",NEW HAVEN,CT,6511,WELLS FARGO BANK NATL ASSOC,SD,148,63,0,0,0,0,0,0,0,Jun,0,500000.0,1,0.0,500000.0,375000.0
"""JOSEPH E. ELLIOTT, JR. DBA",NEW HAVEN,CT,6511,WELLS FARGO BANK NATL ASSOC,NC,69,2,1,0,0,0,0,0,81,Aug,0,100000.0,0,94094.0,100000.0,85000.0
FMP TRANSPORT LLC,EAST HAVEN,CT,6513,CAPITAL ONE NATL ASSOC,VA,84,6,0,0,6,1,0,0,48,Mar,0,50000.0,1,0.0,50000.0,25000.0
"PETTI'S PANTRY, LLC.",NEW HAVEN,CT,6515,LIBERTY BANK,CT,100,1,1,0,0,1,0,0,44,Apr,0,150000.0,0,39577.0,150000.0,127500.0
"ONE TOUCH HOME ENTERTAINMENT,",BRIDGEPORT,CT,6605,CITIZENS BANK NATL ASSOC,RI,4,5,0,5,10,1,0,0,44,Jun,0,75000.0,0,13789.0,75000.0,37500.0
"ASH CREEK ANIMAL CARE, LLC.",BRIDGEPORT,CT,6606,"BUSINESS LENDERS, LLC",CT,264,1,1,0,0,1,0,0,54,Feb,0,500000.0,1,0.0,500000.0,375000.0
GILBERTIE'S HERB GARDENS INC,EASTON (EASTON CENTER),CT,6612,BERKSHIRE BANK,MA,47,35,0,5,35,2,1,0,42,Mar,0,518512.0,0,236120.0,250000.0,125000.0
"M&M BROS. AT LONGBROOK, LLC",WATERBURY,CT,6708,CAPITAL ONE NATL ASSOC,VA,70,2,0,1,2,1,0,0,44,Jul,0,50000.0,0,44127.0,50000.0,25000.0
Cory Joseph dba Yankee Video,Wolcott,CT,6716,"TD BANK, NATIONAL ASSOCIATION",DE,41,3,0,0,3,1,0,0,53,Nov,0,74800.0,0,55205.0,74800.0,37400.0
A-Mazing Answer LLC,CORNWALL BRIDGE,CT,6754,BANK OF AMERICA NATL ASSOC,NC,84,2,1,1,2,1,1,0,56,Aug,0,27500.0,1,0.0,15000.0,7500.0
COUNTRY FLAIR TILE,KENT,CT,6757,BANK OF AMERICA NATL ASSOC,RI,8,5,0,1,4,1,1,0,44,Jul,0,119613.0,0,59946.0,60000.0,30000.0
"MARANDOLA FUEL SERVICE, LLC",NEW MILFORD,CT,6776,WEBSTER BANK NATL ASSOC,CT,84,2,1,0,0,0,0,1,44,Aug,0,60000.0,1,0.0,60000.0,54000.0
"AMBER LIGHTING, LLC.",DANBURY,CT,6810,UNION SAVINGS BANK,CT,84,5,1,0,0,1,0,0,0,Aug,0,370000.0,1,0.0,370000.0,277500.0
"MAYFARE, LLC",GREENWICH,CT,6830,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,0,1,1,0,0,72,Mar,0,29524.0,1,0.0,30000.0,15000.0
SANITARY CLEANERS,NORWALK,CT,6851,JPMORGAN CHASE BANK NATL ASSOC,IL,36,5,0,0,0,0,1,0,81,Feb,0,50000.0,1,0.0,50000.0,25000.0
"STRATFORD AMOCO AND NBE, LLC.",NORWALK,CT,6855,PATRIOT NATIONAL BANK,CT,84,9,0,0,0,1,0,0,44,Sep,0,1475000.0,0,1379224.0,1475000.0,1106250.0
JD'S COSMETIC ESSENTIALS INC,WESTPORT,CT,6880,PEOPLE'S UNITED BANK,CT,84,3,1,0,0,0,0,1,0,Sep,0,100000.0,1,0.0,100000.0,80000.0
BROWN & COMPANY TREE SPECIALIS,WILTON,CT,6897,WEBSTER BANK NATL ASSOC,CT,60,5,0,0,5,1,1,0,56,Mar,0,106949.0,1,0.0,50000.0,25000.0
DENNIS J ROSEN MD,AMHERST (CENSUS NAME FOR AMHER,MA,1002,BANK OF AMERICA NATL ASSOC,RI,48,2,0,2,2,1,1,0,62,Jan,0,59153.0,1,0.0,35000.0,17500.0
"MARKET STREET RESEARCH, INC.",NORTHAMPTON,MA,1060,"TD BANK, NATIONAL ASSOCIATION",MA,60,49,0,0,0,0,0,1,0,Dec,0,30000.0,1,0.0,30000.0,27000.0
"CLUB METRO, INC.",NORTHAMPTON,MA,1060,"BUSINESS LENDERS, LLC",CT,120,25,1,0,0,0,0,1,72,Dec,0,100000.0,1,0.0,100000.0,80000.0
NORTHERN GRANITE,WEST SPRINGFIELD,MA,1089,CITIZENS BANK NATL ASSOC,RI,60,4,1,0,4,1,0,0,23,Mar,0,37000.0,1,0.0,37000.0,18500.0
"GREENWOOD EQUIPT. REPAIR, INC.",CHICOPEE,MA,1103,BANK OF AMERICA NATL ASSOC,NC,48,3,0,0,0,0,0,0,0,Sep,0,20000.0,1,0.0,20000.0,18000.0
CUSTOM CARBIDE CORP.,SPRINGFIELD,MA,1109,WESTFIELD BANK,MA,144,27,0,0,0,0,0,0,0,Jul,0,257000.0,1,0.0,267000.0,200250.0
